instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
7984,12/4/2011,4,0,12,7,0,0,0,1,0.26,0.303,0.87,0,3,23,26
7985,12/4/2011,4,0,12,8,0,0,0,1,0.26,0.303,0.87,0,7,48,55
7986,12/4/2011,4,0,12,9,0,0,0,1,0.3,0.3333,0.81,0,12,114,126
7987,12/4/2011,4,0,12,10,0,0,0,1,0.32,0.3333,0.81,0.1343,36,180,216
7988,12/4/2011,4,0,12,11,0,0,0,1,0.34,0.3333,0.81,0.1642,48,206,254
7989,12/4/2011,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,82,247,329
7990,12/4/2011,4,0,12,13,0,0,0,1,0.4,0.4091,0.66,0.2239,88,269,357
7991,12/4/2011,4,0,12,14,0,0,0,1,0.42,0.4242,0.62,0.1343,77,246,323
7992,12/4/2011,4,0,12,15,0,0,0,1,0.42,0.4242,0.62,0.194,69,227,296
7993,12/4/2011,4,0,12,16,0,0,0,1,0.42,0.4242,0.58,0.2239,64,266,330
7994,12/4/2011,4,0,12,17,0,0,0,1,0.38,0.3939,0.76,0.1343,38,207,245
7995,12/4/2011,4,0,12,18,0,0,0,1,0.38,0.3939,0.71,0,10,161,171
7996,12/4/2011,4,0,12,19,0,0,0,1,0.38,0.3939,0.76,0,15,158,173
7997,12/4/2011,4,0,12,20,0,0,0,1,0.36,0.3485,0.76,0.1343,8,116,124
7998,12/4/2011,4,0,12,21,0,0,0,1,0.36,0.3636,0.81,0.1045,7,65,72
7999,12/4/2011,4,0,12,22,0,0,0,1,0.34,0.3485,0.87,0.1045,5,59,64
8000,12/4/2011,4,0,12,23,0,0,0,1,0.34,0.3485,0.87,0.1045,3,42,45
8001,12/5/2011,4,0,12,0,0,1,1,1,0.32,0.3333,0.87,0.0896,3,21,24
8002,12/5/2011,4,0,12,1,0,1,1,1,0.32,0.3485,0.87,0,2,10,12
8003,12/5/2011,4,0,12,2,0,1,1,1,0.32,0.3485,0.87,0,0,8,8
8004,12/5/2011,4,0,12,3,0,1,1,1,0.32,0.3485,0.87,0,0,2,2
8005,12/5/2011,4,0,12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,0,7,7
8006,12/5/2011,4,0,12,5,0,1,1,1,0.3,0.3182,0.87,0.1045,1,24,25
8007,12/5/2011,4,0,12,6,0,1,1,1,0.3,0.3182,0.93,0.0896,1,89,90
8008,12/5/2011,4,0,12,7,0,1,1,1,0.32,0.3485,0.9,0,9,274,283
8009,12/5/2011,4,0,12,8,0,1,1,1,0.32,0.3485,0.93,0,12,392,404
8010,12/5/2011,4,0,12,9,0,1,1,2,0.36,0.3636,0.87,0.0896,12,178,190
8011,12/5/2011,4,0,12,10,0,1,1,2,0.36,0.3636,0.87,0.0896,9,78,87
8012,12/5/2011,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,17,106,123
8013,12/5/2011,4,0,12,12,0,1,1,2,0.4,0.4091,0.76,0.1045,29,125,154
8014,12/5/2011,4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,18,153,171
8015,12/5/2011,4,0,12,14,0,1,1,2,0.46,0.4545,0.67,0,7,126,133
8016,12/5/2011,4,0,12,15,0,1,1,2,0.46,0.4545,0.72,0.0896,16,132,148
8017,12/5/2011,4,0,12,16,0,1,1,1,0.5,0.4848,0.63,0.0896,10,238,248
8018,12/5/2011,4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0,16,430,446
8019,12/5/2011,4,0,12,18,0,1,1,1,0.44,0.4394,0.77,0,13,386,399
8020,12/5/2011,4,0,12,19,0,1,1,2,0.46,0.4545,0.77,0,13,295,308
8021,12/5/2011,4,0,12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,15,190,205
8022,12/5/2011,4,0,12,21,0,1,1,2,0.44,0.4394,0.88,0.0896,10,166,176
8023,12/5/2011,4,0,12,22,0,1,1,2,0.44,0.4394,0.88,0.1343,12,94,106
8024,12/5/2011,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,8,54,62
8025,12/6/2011,4,0,12,0,0,2,1,2,0.5,0.4848,0.77,0.2985,3,25,28
8026,12/6/2011,4,0,12,1,0,2,1,2,0.46,0.4545,0.88,0.2985,2,14,16
8027,12/6/2011,4,0,12,2,0,2,1,2,0.46,0.4545,0.87,0.194,0,3,3
8028,12/6/2011,4,0,12,3,0,2,1,2,0.46,0.4545,0.87,0.194,0,3,3
8029,12/6/2011,4,0,12,4,0,2,1,3,0.46,0.4545,0.88,0.2239,0,7,7
8030,12/6/2011,4,0,12,5,0,2,1,3,0.46,0.4545,0.88,0.2239,0,20,20
8031,12/6/2011,4,0,12,6,0,2,1,2,0.44,0.4394,0.94,0.2836,5,81,86
8032,12/6/2011,4,0,12,7,0,2,1,2,0.46,0.4545,0.94,0.194,7,227,234
8033,12/6/2011,4,0,12,8,0,2,1,2,0.46,0.4545,0.94,0.194,13,401,414
8034,12/6/2011,4,0,12,9,0,2,1,2,0.46,0.4545,0.94,0.2239,4,200,204
8035,12/6/2011,4,0,12,10,0,2,1,3,0.46,0.4545,0.94,0.2836,6,44,50
8036,12/6/2011,4,0,12,11,0,2,1,3,0.46,0.4545,0.94,0.2537,4,28,32
8037,12/6/2011,4,0,12,12,0,2,1,3,0.46,0.4545,1,0.2239,5,50,55
8038,12/6/2011,4,0,12,13,0,2,1,3,0.46,0.4545,1,0.194,6,65,71
8039,12/6/2011,4,0,12,14,0,2,1,3,0.48,0.4697,1,0.2239,6,69,75
8040,12/6/2011,4,0,12,15,0,2,1,3,0.5,0.4848,1,0.194,2,43,45
8041,12/6/2011,4,0,12,16,0,2,1,3,0.46,0.4545,1,0.2537,4,84,88
8042,12/6/2011,4,0,12,17,0,2,1,2,0.46,0.4545,1,0.2239,13,249,262
8043,12/6/2011,4,0,12,18,0,2,1,2,0.46,0.4545,1,0.2836,17,287,304
8044,12/6/2011,4,0,12,19,0,2,1,3,0.46,0.4545,1,0.2985,10,223,233
8045,12/6/2011,4,0,12,20,0,2,1,3,0.46,0.4545,1,0.2985,3,107,110
8046,12/6/2011,4,0,12,21,0,2,1,2,0.44,0.4394,1,0.194,6,108,114
8047,12/6/2011,4,0,12,22,0,2,1,3,0.46,0.4545,1,0.1642,5,82,87
8048,12/6/2011,4,0,12,23,0,2,1,3,0.46,0.4545,1,0.1642,5,48,53
8049,12/7/2011,4,0,12,0,0,3,1,1,0.44,0.4394,1,0.194,3,30,33
8050,12/7/2011,4,0,12,1,0,3,1,2,0.46,0.4545,1,0.2537,4,9,13
8051,12/7/2011,4,0,12,2,0,3,1,3,0.46,0.4545,1,0.2239,2,4,6
8052,12/7/2011,4,0,12,3,0,3,1,3,0.46,0.4545,1,0.2239,0,3,3
8053,12/7/2011,4,0,12,4,0,3,1,3,0.46,0.4545,1,0.1642,0,1,1
8054,12/7/2011,4,0,12,5,0,3,1,3,0.46,0.4545,1,0.1642,0,3,3
8055,12/7/2011,4,0,12,6,0,3,1,3,0.48,0.4697,1,0.4179,0,18,18
8056,12/7/2011,4,0,12,7,0,3,1,3,0.44,0.4394,1,0.1045,3,43,46
8057,12/7/2011,4,0,12,8,0,3,1,3,0.44,0.4394,1,0,6,80,86
8058,12/7/2011,4,0,12,9,0,3,1,3,0.44,0.4394,1,0.2537,0,64,64
8059,12/7/2011,4,0,12,10,0,3,1,3,0.44,0.4394,1,0.0896,1,32,33
8060,12/7/2011,4,0,12,11,0,3,1,3,0.44,0.4394,1,0.0896,3,47,50
8061,12/7/2011,4,0,12,12,0,3,1,3,0.44,0.4394,1,0.1343,4,29,33
8062,12/7/2011,4,0,12,13,0,3,1,3,0.44,0.4394,1,0.194,5,28,33
8063,12/7/2011,4,0,12,14,0,3,1,3,0.44,0.4394,1,0.194,1,24,25
8064,12/7/2011,4,0,12,15,0,3,1,3,0.42,0.4242,0.94,0.2239,5,25,30
8065,12/7/2011,4,0,12,16,0,3,1,3,0.42,0.4242,0.94,0.194,3,28,31
8066,12/7/2011,4,0,12,17,0,3,1,3,0.4,0.4091,1,0.3284,4,48,52
8067,12/7/2011,4,0,12,18,0,3,1,3,0.4,0.4091,0.94,0.2985,3,48,51
8068,12/7/2011,4,0,12,19,0,3,1,3,0.34,0.2879,0.87,0.6418,2,31,33
8069,12/7/2011,4,0,12,20,0,3,1,3,0.34,0.2879,0.87,0.6418,1,25,26
8070,12/7/2011,4,0,12,21,0,3,1,3,0.3,0.2576,0.87,0.5224,0,6,6
8071,12/7/2011,4,0,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,0,13,13
8072,12/7/2011,4,0,12,23,0,3,1,1,0.24,0.2121,0.93,0.3881,0,16,16
8073,12/8/2011,4,0,12,0,0,4,1,2,0.26,0.2273,0.87,0.2985,0,21,21
8074,12/8/2011,4,0,12,1,0,4,1,1,0.26,0.2273,0.81,0.3582,1,6,7
8075,12/8/2011,4,0,12,2,0,4,1,1,0.28,0.2727,0.65,0.2239,0,4,4
8076,12/8/2011,4,0,12,3,0,4,1,1,0.26,0.2273,0.6,0.2985,0,1,1
8077,12/8/2011,4,0,12,4,0,4,1,2,0.24,0.197,0.6,0.4627,0,2,2
8078,12/8/2011,4,0,12,5,0,4,1,1,0.22,0.2121,0.64,0.2239,0,12,12
8079,12/8/2011,4,0,12,6,0,4,1,1,0.22,0.2121,0.55,0.2836,0,71,71
8080,12/8/2011,4,0,12,7,0,4,1,1,0.22,0.2121,0.6,0.2239,11,233,244
8081,12/8/2011,4,0,12,8,0,4,1,1,0.22,0.2121,0.55,0.2836,11,418,429
8082,12/8/2011,4,0,12,9,0,4,1,1,0.24,0.2121,0.52,0.3881,7,218,225
8083,12/8/2011,4,0,12,10,0,4,1,1,0.26,0.2273,0.52,0.3284,1,109,110
8084,12/8/2011,4,0,12,11,0,4,1,1,0.28,0.2727,0.52,0.2537,6,100,106
8085,12/8/2011,4,0,12,12,0,4,1,1,0.28,0.2576,0.52,0.3284,8,148,156
8086,12/8/2011,4,0,12,13,0,4,1,1,0.3,0.2727,0.49,0.3582,9,115,124
8087,12/8/2011,4,0,12,14,0,4,1,1,0.32,0.303,0.45,0.2537,16,121,137
8088,12/8/2011,4,0,12,15,0,4,1,1,0.32,0.3333,0.45,0.1343,19,98,117
8089,12/8/2011,4,0,12,16,0,4,1,1,0.32,0.3182,0.45,0.194,7,201,208
8090,12/8/2011,4,0,12,17,0,4,1,1,0.3,0.3182,0.49,0.1045,10,321,331
8091,12/8/2011,4,0,12,18,0,4,1,1,0.28,0.2727,0.52,0.2239,12,306,318
8092,12/8/2011,4,0,12,19,0,4,1,1,0.26,0.2727,0.56,0.1045,12,220,232
8093,12/8/2011,4,0,12,20,0,4,1,1,0.26,0.2727,0.6,0.1045,5,170,175
8094,12/8/2011,4,0,12,21,0,4,1,1,0.28,0.303,0.61,0.0896,4,135,139
8095,12/8/2011,4,0,12,22,0,4,1,1,0.26,0.2727,0.65,0.1343,8,84,92
8096,12/8/2011,4,0,12,23,0,4,1,1,0.24,0.2576,0.7,0.1045,3,58,61
8097,12/9/2011,4,0,12,0,0,5,1,1,0.24,0.2879,0.65,0,8,26,34
8098,12/9/2011,4,0,12,1,0,5,1,1,0.24,0.2879,0.65,0,2,12,14
8099,12/9/2011,4,0,12,2,0,5,1,1,0.24,0.2879,0.7,0,2,10,12
8100,12/9/2011,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0,1,5,6
8101,12/9/2011,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0,1,1,2
8102,12/9/2011,4,0,12,5,0,5,1,1,0.22,0.2727,0.8,0,0,20,20
8103,12/9/2011,4,0,12,6,0,5,1,1,0.22,0.2576,0.8,0.0896,1,62,63
8104,12/9/2011,4,0,12,7,0,5,1,1,0.22,0.2576,0.75,0.0896,4,195,199
8105,12/9/2011,4,0,12,8,0,5,1,1,0.24,0.2879,0.81,0,7,378,385
8106,12/9/2011,4,0,12,9,0,5,1,1,0.26,0.2879,0.81,0.0896,8,256,264
8107,12/9/2011,4,0,12,10,0,5,1,2,0.3,0.303,0.7,0.1642,11,115,126
8108,12/9/2011,4,0,12,11,0,5,1,1,0.32,0.303,0.7,0.2537,15,121,136
8109,12/9/2011,4,0,12,12,0,5,1,1,0.36,0.3333,0.57,0.2985,27,146,173
8110,12/9/2011,4,0,12,13,0,5,1,1,0.38,0.3939,0.5,0.194,27,141,168
8111,12/9/2011,4,0,12,14,0,5,1,1,0.38,0.3939,0.46,0.2836,24,163,187
8112,12/9/2011,4,0,12,15,0,5,1,1,0.38,0.3939,0.46,0.2836,29,160,189
8113,12/9/2011,4,0,12,16,0,5,1,1,0.36,0.3485,0.62,0.1343,24,226,250
8114,12/9/2011,4,0,12,17,0,5,1,1,0.34,0.3485,0.66,0.1045,10,352,362
8115,12/9/2011,4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0,10,308,318
8116,12/9/2011,4,0,12,19,0,5,1,1,0.34,0.3636,0.61,0,10,189,199
8117,12/9/2011,4,0,12,20,0,5,1,1,0.3,0.3333,0.81,0,10,140,150
8118,12/9/2011,4,0,12,21,0,5,1,1,0.3,0.3333,0.75,0,9,131,140
8119,12/9/2011,4,0,12,22,0,5,1,1,0.28,0.3182,0.87,0,15,114,129
8120,12/9/2011,4,0,12,23,0,5,1,1,0.28,0.3182,0.81,0,6,88,94
8121,12/10/2011,4,0,12,0,0,6,0,2,0.26,0.2727,0.81,0.1045,11,66,77
8122,12/10/2011,4,0,12,1,0,6,0,2,0.26,0.2576,0.7,0.1642,11,55,66
8123,12/10/2011,4,0,12,2,0,6,0,2,0.28,0.303,0.61,0.0896,12,48,60
8124,12/10/2011,4,0,12,3,0,6,0,2,0.28,0.303,0.61,0.0896,5,20,25
8125,12/10/2011,4,0,12,4,0,6,0,2,0.26,0.2727,0.65,0.1045,0,3,3
8126,12/10/2011,4,0,12,5,0,6,0,1,0.26,0.2576,0.6,0.1642,0,6,6
8127,12/10/2011,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,11
8128,12/10/2011,4,0,12,7,0,6,0,1,0.24,0.2273,0.65,0.194,0,11,11
8129,12/10/2011,4,0,12,8,0,6,0,1,0.26,0.2727,0.65,0.1343,5,68,73
8130,12/10/2011,4,0,12,9,0,6,0,1,0.28,0.2576,0.61,0.2836,15,134,149
8131,12/10/2011,4,0,12,10,0,6,0,1,0.32,0.303,0.57,0.2537,31,161,192
8132,12/10/2011,4,0,12,11,0,6,0,1,0.32,0.2879,0.53,0.4179,44,192,236
8133,12/10/2011,4,0,12,12,0,6,0,1,0.32,0.2879,0.45,0.4179,48,235,283
8134,12/10/2011,4,0,12,13,0,6,0,1,0.34,0.303,0.34,0.4179,47,239,286
8135,12/10/2011,4,0,12,14,0,6,0,1,0.34,0.303,0.31,0.3284,51,242,293
8136,12/10/2011,4,0,12,15,0,6,0,1,0.34,0.303,0.34,0.3582,60,239,299
8137,12/10/2011,4,0,12,16,0,6,0,1,0.32,0.2879,0.31,0.3881,58,183,241
8138,12/10/2011,4,0,12,17,0,6,0,1,0.28,0.2576,0.36,0.3284,34,151,185
8139,12/10/2011,4,0,12,18,0,6,0,1,0.26,0.2576,0.38,0.2239,28,144,172
8140,12/10/2011,4,0,12,19,0,6,0,1,0.26,0.2424,0.38,0.2836,15,139,154
8141,12/10/2011,4,0,12,20,0,6,0,1,0.24,0.2273,0.35,0.2239,10,114,124
8142,12/10/2011,4,0,12,21,0,6,0,1,0.22,0.2121,0.44,0.2239,4,79,83
8143,12/10/2011,4,0,12,22,0,6,0,1,0.22,0.2273,0.41,0.1343,7,88,95
8144,12/10/2011,4,0,12,23,0,6,0,1,0.2,0.2121,0.47,0.1642,5,61,66
8145,12/11/2011,4,0,12,0,0,0,0,1,0.2,0.197,0.51,0.2239,5,69,74
8146,12/11/2011,4,0,12,1,0,0,0,1,0.16,0.1515,0.59,0.2239,8,54,62
8147,12/11/2011,4,0,12,2,0,0,0,1,0.18,0.1667,0.55,0.2537,5,47,52
8148,12/11/2011,4,0,12,3,0,0,0,1,0.16,0.1818,0.59,0.1343,2,17,19
8149,12/11/2011,4,0,12,4,0,0,0,1,0.16,0.1667,0.59,0.1642,0,5,5
8150,12/11/2011,4,0,12,5,0,0,0,1,0.18,0.2121,0.59,0.1045,0,6,6
8151,12/11/2011,4,0,12,6,0,0,0,1,0.16,0.2273,0.59,0,0,10,10
8152,12/11/2011,4,0,12,7,0,0,0,1,0.18,0.2424,0.55,0,1,30,31
8153,12/11/2011,4,0,12,8,0,0,0,1,0.16,0.2273,0.69,0,4,68,72
8154,12/11/2011,4,0,12,9,0,0,0,1,0.2,0.2576,0.59,0,19,88,107
8155,12/11/2011,4,0,12,10,0,0,0,1,0.24,0.2879,0.44,0,30,164,194
8156,12/11/2011,4,0,12,11,0,0,0,1,0.26,0.303,0.35,0,31,166,197
8157,12/11/2011,4,0,12,12,0,0,0,1,0.26,0.303,0.35,0,42,246,288
8158,12/11/2011,4,0,12,13,0,0,0,1,0.3,0.3333,0.31,0,44,224,268
8159,12/11/2011,4,0,12,14,0,0,0,1,0.3,0.3333,0.28,0,44,198,242
8160,12/11/2011,4,0,12,15,0,0,0,1,0.3,0.3333,0.26,0,47,219,266
8161,12/11/2011,4,0,12,16,0,0,0,1,0.3,0.3333,0.26,0,32,174,206
8162,12/11/2011,4,0,12,17,0,0,0,1,0.28,0.3182,0.3,0,13,150,163
8163,12/11/2011,4,0,12,18,0,0,0,1,0.24,0.2273,0.48,0.194,12,151,163
8164,12/11/2011,4,0,12,19,0,0,0,1,0.22,0.2273,0.55,0.194,7,98,105
8165,12/11/2011,4,0,12,20,0,0,0,1,0.22,0.2424,0.55,0.1045,10,62,72
8166,12/11/2011,4,0,12,21,0,0,0,1,0.22,0.2727,0.55,0,10,53,63
8167,12/11/2011,4,0,12,22,0,0,0,1,0.22,0.2727,0.55,0,7,36,43
8168,12/11/2011,4,0,12,23,0,0,0,1,0.2,0.2576,0.69,0,4,31,35
8169,12/12/2011,4,0,12,0,0,1,1,1,0.2,0.2273,0.69,0.0896,4,16,20
8170,12/12/2011,4,0,12,1,0,1,1,1,0.2,0.2576,0.69,0,0,9,9
8171,12/12/2011,4,0,12,2,0,1,1,1,0.2,0.2576,0.69,0,0,4,4
8172,12/12/2011,4,0,12,3,0,1,1,1,0.18,0.2424,0.74,0,0,2,2
8173,12/12/2011,4,0,12,4,0,1,1,1,0.18,0.2424,0.74,0,0,3,3
8174,12/12/2011,4,0,12,5,0,1,1,1,0.16,0.2273,0.8,0,0,21,21
8175,12/12/2011,4,0,12,6,0,1,1,1,0.16,0.1818,0.8,0.1045,1,63,64
8176,12/12/2011,4,0,12,7,0,1,1,1,0.14,0.1515,0.86,0.1343,4,231,235
8177,12/12/2011,4,0,12,8,0,1,1,2,0.16,0.1818,0.8,0.1045,7,378,385
8178,12/12/2011,4,0,12,9,0,1,1,2,0.18,0.2121,0.74,0.0896,12,208,220
8179,12/12/2011,4,0,12,10,0,1,1,2,0.22,0.2424,0.69,0.1045,14,91,105
8180,12/12/2011,4,0,12,11,0,1,1,2,0.26,0.2879,0.6,0.0896,15,100,115
8181,12/12/2011,4,0,12,12,0,1,1,1,0.28,0.2879,0.52,0.1045,7,138,145
8182,12/12/2011,4,0,12,13,0,1,1,2,0.3,0.3182,0.52,0.1045,13,153,166
8183,12/12/2011,4,0,12,14,0,1,1,2,0.32,0.3333,0.53,0.1343,16,95,111
8184,12/12/2011,4,0,12,15,0,1,1,2,0.32,0.3333,0.57,0.1045,8,124,132
8185,12/12/2011,4,0,12,16,0,1,1,2,0.32,0.3333,0.57,0.0896,5,209,214
8186,12/12/2011,4,0,12,17,0,1,1,2,0.3,0.3333,0.56,0,7,352,359
8187,12/12/2011,4,0,12,18,0,1,1,1,0.3,0.3182,0.56,0.0896,8,349,357
8188,12/12/2011,4,0,12,19,0,1,1,1,0.28,0.303,0.61,0.0896,9,232,241
8189,12/12/2011,4,0,12,20,0,1,1,1,0.3,0.3182,0.56,0.0896,8,157,165
8190,12/12/2011,4,0,12,21,0,1,1,1,0.26,0.303,0.81,0,2,119,121
8191,12/12/2011,4,0,12,22,0,1,1,1,0.26,0.303,0.7,0,0,71,71
8192,12/12/2011,4,0,12,23,0,1,1,1,0.24,0.2879,0.75,0,3,42,45
8193,12/13/2011,4,0,12,0,0,2,1,1,0.22,0.2727,0.8,0,1,16,17
8194,12/13/2011,4,0,12,1,0,2,1,1,0.2,0.2576,0.8,0,0,4,4
8195,12/13/2011,4,0,12,2,0,2,1,1,0.2,0.2576,0.8,0,1,1,2
8196,12/13/2011,4,0,12,3,0,2,1,1,0.18,0.2424,0.8,0,0,3,3
8197,12/13/2011,4,0,12,4,0,2,1,1,0.2,0.2576,0.8,0,0,4,4
8198,12/13/2011,4,0,12,5,0,2,1,1,0.18,0.2424,0.86,0,0,20,20
8199,12/13/2011,4,0,12,6,0,2,1,1,0.2,0.2576,0.8,0,0,92,92
8200,12/13/2011,4,0,12,7,0,2,1,1,0.16,0.1667,0.8,0.1642,2,221,223
8201,12/13/2011,4,0,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045,9,391,400
8202,12/13/2011,4,0,12,9,0,2,1,1,0.26,0.2576,0.6,0.1642,10,223,233
8203,12/13/2011,4,0,12,10,0,2,1,1,0.3,0.303,0.52,0.1642,3,99,102
8204,12/13/2011,4,0,12,11,0,2,1,1,0.34,0.3182,0.46,0.2537,9,115,124
8205,12/13/2011,4,0,12,12,0,2,1,1,0.36,0.3333,0.43,0.3582,20,147,167
8206,12/13/2011,4,0,12,13,0,2,1,1,0.4,0.4091,0.37,0.3284,7,120,127
8207,12/13/2011,4,0,12,14,0,2,1,1,0.4,0.4091,0.37,0.2537,18,116,134
8208,12/13/2011,4,0,12,15,0,2,1,1,0.4,0.4091,0.35,0.2537,7,144,151
8209,12/13/2011,4,0,12,16,0,2,1,1,0.38,0.3939,0.37,0.2537,13,194,207
8210,12/13/2011,4,0,12,17,0,2,1,1,0.36,0.3485,0.4,0.194,17,381,398
8211,12/13/2011,4,0,12,18,0,2,1,1,0.34,0.3182,0.42,0.2239,12,370,382
8212,12/13/2011,4,0,12,19,0,2,1,1,0.32,0.3182,0.49,0.1642,5,262,267
8213,12/13/2011,4,0,12,20,0,2,1,1,0.32,0.3182,0.49,0.1642,7,154,161
8214,12/13/2011,4,0,12,21,0,2,1,1,0.3,0.303,0.52,0.1642,5,134,139
8215,12/13/2011,4,0,12,22,0,2,1,1,0.3,0.303,0.52,0.1642,5,102,107
8216,12/13/2011,4,0,12,23,0,2,1,1,0.26,0.303,0.7,0,4,55,59
8217,12/14/2011,4,0,12,0,0,3,1,1,0.26,0.303,0.75,0,0,22,22
8218,12/14/2011,4,0,12,1,0,3,1,1,0.26,0.303,0.75,0,0,8,8
8219,12/14/2011,4,0,12,2,0,3,1,1,0.26,0.303,0.75,0,0,2,2
8220,12/14/2011,4,0,12,3,0,3,1,1,0.28,0.3182,0.65,0,0,3,3
8221,12/14/2011,4,0,12,4,0,3,1,1,0.26,0.303,0.75,0,0,4,4
8222,12/14/2011,4,0,12,5,0,3,1,2,0.26,0.303,0.81,0,0,26,26
8223,12/14/2011,4,0,12,6,0,3,1,2,0.26,0.303,0.87,0,0,87,87
8224,12/14/2011,4,0,12,7,0,3,1,1,0.28,0.3182,0.75,0,4,243,247
8225,12/14/2011,4,0,12,8,0,3,1,2,0.26,0.303,0.87,0,9,458,467
8226,12/14/2011,4,0,12,9,0,3,1,2,0.3,0.3333,0.61,0,9,230,239
8227,12/14/2011,4,0,12,10,0,3,1,2,0.32,0.3485,0.57,0,9,133,142
8228,12/14/2011,4,0,12,11,0,3,1,2,0.34,0.3636,0.55,0,12,103,115
8229,12/14/2011,4,0,12,12,0,3,1,2,0.36,0.3636,0.57,0.0896,6,138,144
8230,12/14/2011,4,0,12,13,0,3,1,2,0.36,0.3636,0.57,0.1045,14,119,133
8231,12/14/2011,4,0,12,14,0,3,1,2,0.38,0.3939,0.54,0.0896,17,134,151
8232,12/14/2011,4,0,12,15,0,3,1,2,0.38,0.3939,0.54,0.1045,24,143,167
8233,12/14/2011,4,0,12,16,0,3,1,2,0.38,0.3939,0.54,0.1045,12,233,245
8234,12/14/2011,4,0,12,17,0,3,1,2,0.36,0.3636,0.57,0.1045,19,377,396
8235,12/14/2011,4,0,12,18,0,3,1,2,0.36,0.3485,0.62,0.1642,11,379,390
8236,12/14/2011,4,0,12,19,0,3,1,2,0.36,0.3636,0.62,0.1045,9,259,268
8237,12/14/2011,4,0,12,20,0,3,1,2,0.34,0.3485,0.66,0.1045,6,169,175
8238,12/14/2011,4,0,12,21,0,3,1,2,0.34,0.3333,0.66,0.1642,9,145,154
8239,12/14/2011,4,0,12,22,0,3,1,1,0.34,0.3333,0.66,0.1642,5,99,104
8240,12/14/2011,4,0,12,23,0,3,1,1,0.32,0.3182,0.7,0.1642,3,48,51
8241,12/15/2011,4,0,12,0,0,4,1,1,0.32,0.3182,0.7,0.1642,5,45,50
8242,12/15/2011,4,0,12,1,0,4,1,2,0.32,0.3182,0.7,0.1642,5,15,20
8243,12/15/2011,4,0,12,2,0,4,1,2,0.32,0.3333,0.7,0.1343,2,5,7
8244,12/15/2011,4,0,12,3,0,4,1,2,0.32,0.3333,0.7,0.1343,1,2,3
8245,12/15/2011,4,0,12,4,0,4,1,2,0.32,0.303,0.7,0.2239,0,6,6
8246,12/15/2011,4,0,12,5,0,4,1,2,0.32,0.303,0.7,0.2836,0,24,24
8247,12/15/2011,4,0,12,6,0,4,1,1,0.32,0.3182,0.66,0.194,2,90,92
8248,12/15/2011,4,0,12,7,0,4,1,1,0.32,0.3182,0.7,0.194,6,252,258
8249,12/15/2011,4,0,12,8,0,4,1,2,0.34,0.3182,0.66,0.2239,8,449,457
8250,12/15/2011,4,0,12,9,0,4,1,2,0.36,0.3333,0.62,0.2836,6,274,280
8251,12/15/2011,4,0,12,10,0,4,1,2,0.4,0.4091,0.58,0.2985,4,105,109
8252,12/15/2011,4,0,12,11,0,4,1,2,0.4,0.4091,0.62,0.4179,9,126,135
8253,12/15/2011,4,0,12,12,0,4,1,2,0.46,0.4545,0.59,0.4925,17,140,157
8254,12/15/2011,4,0,12,13,0,4,1,2,0.5,0.4848,0.55,0.3582,14,150,164
8255,12/15/2011,4,0,12,14,0,4,1,2,0.52,0.5,0.52,0.3284,8,124,132
8256,12/15/2011,4,0,12,15,0,4,1,3,0.52,0.5,0.55,0.2239,6,76,82
8257,12/15/2011,4,0,12,16,0,4,1,3,0.46,0.4545,0.72,0.1642,7,124,131
8258,12/15/2011,4,0,12,17,0,4,1,2,0.52,0.5,0.59,0.2836,14,310,324
8259,12/15/2011,4,0,12,18,0,4,1,2,0.52,0.5,0.59,0.2985,14,363,377
8260,12/15/2011,4,0,12,19,0,4,1,2,0.52,0.5,0.59,0.2836,13,274,287
8261,12/15/2011,4,0,12,20,0,4,1,1,0.52,0.5,0.59,0.3284,12,209,221
8262,12/15/2011,4,0,12,21,0,4,1,1,0.5,0.4848,0.63,0.2985,10,145,155
8263,12/15/2011,4,0,12,22,0,4,1,1,0.52,0.5,0.63,0.3284,8,116,124
8264,12/15/2011,4,0,12,23,0,4,1,1,0.52,0.5,0.63,0.3284,10,104,114
8265,12/16/2011,4,0,12,0,0,5,1,1,0.5,0.4848,0.72,0.3284,12,60,72
8266,12/16/2011,4,0,12,1,0,5,1,1,0.5,0.4848,0.72,0.2239,3,28,31
8267,12/16/2011,4,0,12,2,0,5,1,1,0.48,0.4697,0.77,0.1045,0,23,23
8268,12/16/2011,4,0,12,3,0,5,1,1,0.46,0.4545,0.82,0.1343,2,3,5
